TAIUTC       26     UNIT(DAY, SEC)   FORMAT(I2,1X,A3,I3,4X,F20.12,3X,F10.6)
040108    2453012.500000000000     -.390466    .01299   .15685
040109    2453013.500000000000     -.390623    .01015   .15736
040110    2453014.500000000000     -.390998    .00771   .15763
040111    2453015.500000000000     -.391602    .00538   .15784
040112    2453016.500000000000     -.392455    .00303   .15832
040113    2453017.500000000000     -.393569    .00115   .15901
040114    2453018.500000000000     -.394859   -.00094   .15999
040115    2453019.500000000000     -.396132   -.00328   .16136
040116    2453020.500000000000     -.397273   -.00539   .16261
040117    2453021.500000000000     -.398261   -.00754   .16370
040118    2453022.500000000000     -.398977   -.01017   .16503
040119    2453023.500000000000     -.399414   -.01322   .16628
040120    2453024.500000000000     -.399658   -.01618   .16722
040121    2453025.500000000000     -.399841   -.01864   .16831
040122    2453026.500000000000     -.400079   -.02109   .16999
040123    2453027.500000000000     -.400435   -.02383   .17179
040124    2453028.500000000000     -.400975   -.02622   .17312
040125    2453029.500000000000     -.401661   -.02788   .17443
040126    2453030.500000000000     -.402454   -.02911   .17587
040127    2453031.500000000000     -.403302   -.03022   .17742
040128    2453032.500000000000     -.404094   -.03161   .17916
040129    2453033.500000000000     -.404691   -.03349   .18100
040130    2453034.500000000000     -.405042   -.03595   .18293
040131    2453035.500000000000     -.405190   -.03895   .18464
040201    2453036.500000000000     -.405146   -.04202   .18589
040202    2453037.500000000000     -.404960   -.04493   .18697
040203    2453038.500000000000     -.404712   -.04797   .18803
040204    2453039.500000000000     -.404451   -.05120   .18897
040205    2453040.500000000000     -.404202   -.05416   .18978
040206    2453041.500000000000     -.404117   -.05664   .19071
040207    2453042.500000000000     -.404239   -.05878   .19197
040208    2453043.500000000000     -.404635   -.06061   .19354
040209    2453044.500000000000     -.405294   -.06254   .19533
040210    2453045.500000000000     -.406121   -.06488   .19714
040211    2453046.500000000000     -.407035   -.06765   .19907
040212    2453047.500000000000     -.407962   -.07072   .20089
040213    2453048.500000000000     -.408757   -.07376   .20261
040214    2453049.500000000000     -.409372   -.07674   .20444
040215    2453050.500000000000     -.409750   -.07946   .20620
040216    2453051.500000000000     -.409901   -.08151   .20807
040217    2453052.500000000000     -.409955   -.08287   .21005
040218    2453053.500000000000     -.410077   -.08421   .21227
040219    2453054.500000000000     -.410338   -.08657   .21486
040220    2453055.500000000000     -.410815   -.08984   .21722
040221    2453056.500000000000     -.411585   -.09301   .21950
040222    2453057.500000000000     -.412516   -.09564   .22197
040223    2453058.500000000000     -.413532   -.09791   .22427
040224    2453059.500000000000     -.414599   -.09981   .22638
040225    2453060.500000000000     -.415598   -.10126   .22861
040226    2453061.500000000000     -.416379   -.10248   .23094
040227    2453062.500000000000     -.416968   -.10390   .23339
040228    2453063.500000000000     -.417389   -.10597   .23580
040229    2453064.500000000000     -.417552   -.10833   .23783
040301    2453065.500000000000     -.417486   -.11048   .23982
040302    2453066.500000000000     -.417334   -.11228   .24203
040303    2453067.500000000000     -.417217   -.11387   .24417
040304    2453068.500000000000     -.417194   -.11545   .24634
040305    2453069.500000000000     -.417344   -.11724   .24881
040306    2453070.500000000000     -.417725   -.11892   .25142
040307    2453071.500000000000     -.418315   -.12026   .25403
040308    2453072.500000000000     -.419152   -.12152   .25615
040309    2453073.500000000000     -.420117   -.12227   .25800
040310    2453074.500000000000     -.421024   -.12291   .26000
040311    2453075.500000000000     -.421756   -.12369   .26209
040312    2453076.500000000000     -.422200   -.12439   .26408
040313    2453077.500000000000     -.422463   -.12515   .26619
040314    2453078.500000000000     -.422591   -.12596   .26847
040315    2453079.500000000000     -.422539   -.12683   .27061
040316    2453080.500000000000     -.422457   -.12802   .27274
040317    2453081.500000000000     -.422572   -.12913   .27478
040318    2453082.500000000000     -.422913   -.13003   .27703
040319    2453083.500000000000     -.423493   -.13101   .27947
040320    2453084.500000000000     -.424393   -.13165   .28188
040321    2453085.500000000000     -.425520   -.13178   .28463
040322    2453086.500000000000     -.426628   -.13185   .28780
040323    2453087.500000000000     -.427718   -.13181   .29126
040324    2453088.500000000000     -.428833   -.13202   .29487
040325    2453089.500000000000     -.429808   -.13283   .29833
040326    2453090.500000000000     -.430606   -.13401   .30177
040327    2453091.500000000000     -.431259   -.13551   .30520
040328    2453092.500000000000     -.431736   -.13688   .30833
040329    2453093.500000000000     -.432114   -.13784   .31148
040330    2453094.500000000000     -.432502   -.13868   .31471
040331    2453095.500000000000     -.432988   -.13944   .31774
040401    2453096.500000000000     -.433625   -.14015   .32059
040402    2453097.500000000000     -.434479   -.14065   .32329
040403    2453098.500000000000     -.435549   -.14073   .32597
040404    2453099.500000000000     -.436824   -.14085   .32862
040405    2453100.500000000000     -.438352   -.14111   .33094
040406    2453101.500000000000     -.439962   -.14072   .33327
040407    2453102.500000000000     -.441421   -.14007   .33614
040408    2453103.500000000000     -.442625   -.13987   .33930
040409    2453104.500000000000     -.443523   -.13972   .34246
040410    2453105.500000000000     -.444191   -.13916   .34573
040411    2453106.500000000000     -.444689   -.13870   .34912
040412    2453107.500000000000     -.445012   -.13882   .35232
040413    2453108.500000000000     -.445352   -.13905   .35518
040414    2453109.500000000000     -.445934   -.13902   .35797
040415    2453110.500000000000     -.446757   -.13850   .36075
040416    2453111.500000000000     -.447692   -.13728   .36366
040417    2453112.500000000000     -.448734   -.13588   .36700
040418    2453113.500000000000     -.449817   -.13463   .37040
040419    2453114.500000000000     -.450779   -.13342   .37369
040420    2453115.500000000000     -.451553   -.13272   .37720
040421    2453116.500000000000     -.452144   -.13286   .38027
040422    2453117.500000000000     -.452513   -.13303   .38274
040423    2453118.500000000000     -.452629   -.13290   .38514
040424    2453119.500000000000     -.452550   -.13268   .38724
040425    2453120.500000000000     -.452370   -.13200   .38900
040426    2453121.500000000000     -.452140   -.13046   .39082
040427    2453122.500000000000     -.451970   -.12846   .39281
040428    2453123.500000000000     -.451983   -.12664   .39512
040429    2453124.500000000000     -.452211   -.12500   .39791
040430    2453125.500000000000     -.452673   -.12334   .40104
040501    2453126.500000000000     -.453452   -.12138   .40421
040502    2453127.500000000000     -.454452   -.11966   .40736
040503    2453128.500000000000     -.455570   -.11839   .41045
040504    2453129.500000000000     -.456709   -.11706   .41347
040505    2453130.500000000000     -.457781   -.11579   .41638
040506    2453131.500000000000     -.458606   -.11493   .41910
040507    2453132.500000000000     -.459234   -.11392   .42155
040508    2453133.500000000000     -.459701   -.11248   .42388
040509    2453134.500000000000     -.460031   -.11108   .42616
040510    2453135.500000000000     -.460371   -.10962   .42873
040511    2453136.500000000000     -.460874   -.10792   .43163
040512    2453137.500000000000     -.461563   -.10599   .43446
040513    2453138.500000000000     -.462361   -.10392   .43721
040514    2453139.500000000000     -.463325   -.10223   .43999
040515    2453140.500000000000     -.464380   -.10123   .44228
040516    2453141.500000000000     -.465447   -.10059   .44405
040517    2453142.500000000000     -.466381   -.10012   .44555
040518    2453143.500000000000     -.467150   -.09963   .44688
040519    2453144.500000000000     -.467768   -.09888   .44815
040520    2453145.500000000000     -.468166   -.09762   .44948
040521    2453146.500000000000     -.468352   -.09623   .45099
040522    2453147.500000000000     -.468434   -.09512   .45230
040523    2453148.500000000000     -.468430   -.09421   .45352
040524    2453149.500000000000     -.468340   -.09317   .45497
040525    2453150.500000000000     -.468276   -.09182   .45661
040526    2453151.500000000000     -.468311   -.09080   .45829
040527    2453152.500000000000     -.468484   -.09010   .45982
040528    2453153.500000000000     -.468853   -.08929   .46143
040529    2453154.500000000000     -.469344   -.08826   .46305
040530    2453155.500000000000     -.469919   -.08705   .46443
040531    2453156.500000000000     -.470473   -.08555   .46562
040601    2453157.500000000000     -.470909   -.08374   .46712
040602    2453158.500000000000     -.471155   -.08190   .46899
040603    2453159.500000000000     -.471176   -.07986   .47066
040604    2453160.500000000000     -.471028   -.07775   .47227
040605    2453161.500000000000     -.470720   -.07556   .47357
040606    2453162.500000000000     -.470596   -.07441   .47546
040607    2453163.500000000000     -.470428   -.07324   .47685
040608    2453164.500000000000     -.470379   -.07178   .47828
040609    2453165.500000000000     -.470600   -.06982   .47982
040610    2453166.500000000000     -.471001   -.06836   .48159
040611    2453167.500000000000     -.471433   -.06658   .48287
040612    2453168.500000000000     -.471902   -.06492   .48451
040613    2453169.500000000000     -.472395   -.06267   .48576
040614    2453170.500000000000     -.472639   -.06029   .48734
040615    2453171.500000000000     -.472628   -.05786   .48848
040616    2453172.500000000000     -.472433   -.05474   .48997
040617    2453173.500000000000     -.472009   -.05158   .49135
040618    2453174.500000000000     -.471477   -.04807   .49334
040619    2453175.500000000000     -.470842   -.04525   .49541
040620    2453176.500000000000     -.470226   -.04170   .49690
040621    2453177.500000000000     -.469711   -.03862   .49833
040622    2453178.500000000000     -.469363   -.03504   .49968
040623    2453179.500000000000     -.469150   -.03176   .50086
040624    2453180.500000000000     -.469056   -.02854   .50217
040625    2453181.500000000000     -.469116   -.02490   .50312
040626    2453182.500000000000     -.469390   -.02205   .50487
040627    2453183.500000000000     -.469571   -.01904   .50591
040628    2453184.500000000000     -.469661   -.01615   .50711
040629    2453185.500000000000     -.469669   -.01309   .50790
040630    2453186.500000000000     -.469486   -.01018   .50895
040701    2453187.500000000000     -.468989   -.00757   .51013
040702    2453188.500000000000     -.468379   -.00454   .51083
040703    2453189.500000000000     -.467605   -.00175   .51171
040704    2453190.500000000000     -.467113    .00041   .51232
040705    2453191.500000000000     -.466554    .00274   .51291
040706    2453192.500000000000     -.466127    .00514   .51365
040707    2453193.500000000000     -.465947    .00738   .51420
040708    2453194.500000000000     -.465902    .00968   .51475
040709    2453195.500000000000     -.465747    .01235   .51516
040710    2453196.500000000000     -.465544    .01546   .51611
040711    2453197.500000000000     -.465196    .01829   .51701
040712    2453198.500000000000     -.464629    .02137   .51765
040713    2453199.500000000000     -.463874    .02434   .51877
040714    2453200.500000000000     -.462958    .02625   .51904
040715    2453201.500000000000     -.461904    .02829   .51992
040716    2453202.500000000000     -.460880    .03046   .52030
040717    2453203.500000000000     -.459874    .03254   .52065
040718    2453204.500000000000     -.459151    .03597   .52075
040719    2453205.500000000000     -.458356    .03857   .52068
040720    2453206.500000000000     -.457672    .04152   .52048
040721    2453207.500000000000     -.457314    .04409   .52019
040722    2453208.500000000000     -.457201    .04690   .51971
040723    2453209.500000000000     -.457222    .05024   .51941
040724    2453210.500000000000     -.457308    .05303   .51917
040725    2453211.500000000000     -.457516    .05617   .51896
040726    2453212.500000000000     -.457363    .05916   .51899
040727    2453213.500000000000     -.456986    .06162   .51901
040728    2453214.500000000000     -.456500    .06401   .51856
040729    2453215.500000000000     -.455764    .06652   .51832
040730    2453216.500000000000     -.455026    .06851   .51760
040731    2453217.500000000000     -.454420    .07036   .51699
040801    2453218.500000000000     -.453916    .07301   .51615
040802    2453219.500000000000     -.453778    .07551   .51560
040803    2453220.500000000000     -.453907    .07836   .51526
040804    2453221.500000000000     -.454156    .08114   .51525
040805    2453222.500000000000     -.454435    .08391   .51494
040806    2453223.500000000000     -.454574    .08661   .51491
040807    2453224.500000000000     -.454619    .08887   .51478
040808    2453225.500000000000     -.454555    .09182   .51402
040809    2453226.500000000000     -.454315    .09482   .51372
040810    2453227.500000000000     -.453840    .09743   .51317
040811    2453228.500000000000     -.453218    .09973   .51294
040812    2453229.500000000000     -.452657    .10293   .51267
040813    2453230.500000000000     -.451951    .10568   .51327
040814    2453231.500000000000     -.451410    .10903   .51347
040815    2453232.500000000000     -.450956    .11143   .51373
040816    2453233.500000000000     -.450692    .11479   .51341
040817    2453234.500000000000     -.450682    .11732   .51301
040818    2453235.500000000000     -.450917    .11978   .51227
040819    2453236.500000000000     -.451325    .12206   .51169
040820    2453237.500000000000     -.451864    .12440   .51111
040821    2453238.500000000000     -.452398    .12648   .51029
040822    2453239.500000000000     -.452781    .12842   .50932
040823    2453240.500000000000     -.452965    .13019   .50792
040824    2453241.500000000000     -.452979    .13245   .50628
040825    2453242.500000000000     -.452831    .13423   .50494
040826    2453243.500000000000     -.452519    .13648   .50378
040827    2453244.500000000000     -.452130    .13837   .50245
040828    2453245.500000000000     -.451826    .14137   .50131
040829    2453246.500000000000     -.451900    .14363   .50000
040830    2453247.500000000000     -.451987    .14699   .49858
040831    2453248.500000000000     -.452572    .14962   .49735
040901    2453249.500000000000     -.453170    .15226   .49571
040902    2453250.500000000000     -.453738    .15495   .49379
040903    2453251.500000000000     -.454069    .15710   .49216
040904    2453252.500000000000     -.454305    .15929   .48953
040905    2453253.500000000000     -.454202    .16167   .48755
040906    2453254.500000000000     -.453837    .16392   .48475
040907    2453255.500000000000     -.453171    .16529   .48267
040908    2453256.500000000000     -.452430    .16767   .48077
040909    2453257.500000000000     -.451636    .16934   .47890
040910    2453258.500000000000     -.450898    .17194   .47699
040911    2453259.500000000000     -.450345    .17387   .47536
040912    2453260.500000000000     -.450128    .17636   .47300
040913    2453261.500000000000     -.450052    .17794   .47078
040914    2453262.500000000000     -.450417    .17983   .46844
040915    2453263.500000000000     -.450992    .18108   .46608
040916    2453264.500000000000     -.451647    .18221   .46382
040917    2453265.500000000000     -.452295    .18381   .46138
040918    2453266.500000000000     -.452894    .18493   .45904
040919    2453267.500000000000     -.453175    .18669   .45686
040920    2453268.500000000000     -.453198    .18794   .45447
040921    2453269.500000000000     -.453027    .18984   .45209
040922    2453270.500000000000     -.452769    .19168   .44987
040923    2453271.500000000000     -.452488    .19357   .44800
040924    2453272.500000000000     -.452267    .19498   .44650
040925    2453273.500000000000     -.452349    .19561   .44478
040926    2453274.500000000000     -.452670    .19600   .44272
040927    2453275.500000000000     -.453193    .19628   .44077
040928    2453276.500000000000     -.453931    .19720   .43853
040929    2453277.500000000000     -.454758    .19795   .43636
040930    2453278.500000000000     -.455436    .19813   .43398
041001    2453279.500000000000     -.455960    .19851   .43151
041002    2453280.500000000000     -.456361    .19910   .42910
041003    2453281.500000000000     -.456563    .19994   .42661
041004    2453282.500000000000     -.456642    .20073   .42402
041005    2453283.500000000000     -.456654    .20134   .42185
041006    2453284.500000000000     -.456654    .20202   .41916
041007    2453285.500000000000     -.456784    .20266   .41675
041008    2453286.500000000000     -.456929    .20320   .41430
041009    2453287.500000000000     -.457124    .20354   .41192
041010    2453288.500000000000     -.457559    .20363   .41014
041011    2453289.500000000000     -.458215    .20320   .40735
041012    2453290.500000000000     -.459098    .20350   .40521
041013    2453291.500000000000     -.460165    .20352   .40251
041014    2453292.500000000000     -.461271    .20397   .39985
041015    2453293.500000000000     -.462353    .20457   .39691
041016    2453294.500000000000     -.463310    .20535   .39480
041017    2453295.500000000000     -.463936    .20587   .39245
041018    2453296.500000000000     -.464139    .20603   .39035
041019    2453297.500000000000     -.464238    .20613   .38857
041020    2453298.500000000000     -.464203    .20582   .38621
041021    2453299.500000000000     -.464262    .20622   .38456
041022    2453300.500000000000     -.464505    .20599   .38241
041023    2453301.500000000000     -.464980    .20605   .38065
041024    2453302.500000000000     -.465632    .20559   .37887
041025    2453303.500000000000     -.466428    .20509   .37668
041026    2453304.500000000000     -.467321    .20546   .37457
041027    2453305.500000000000     -.468228    .20596   .37236
041028    2453306.500000000000     -.469043    .20661   .37000
041029    2453307.500000000000     -.469695    .20722   .36783
041030    2453308.500000000000     -.470120    .20737   .36566
041031    2453309.500000000000     -.470278    .20704   .36360
041101    2453310.500000000000     -.470353    .20721   .36118
041102    2453311.500000000000     -.470289    .20832   .35928
041103    2453312.500000000000     -.470279    .20808   .35694
041104    2453313.500000000000     -.470298    .20828   .35481
041105    2453314.500000000000     -.470467    .20773   .35209
041106    2453315.500000000000     -.470860    .20799   .34933
041107    2453316.500000000000     -.471521    .20799   .34674
041108    2453317.500000000000     -.472417    .20813   .34443
041109    2453318.500000000000     -.473562    .20817   .34272
041110    2453319.500000000000     -.474857    .20802   .34085
041111    2453320.500000000000     -.476169    .20818   .33900
041112    2453321.500000000000     -.477350    .20776   .33645
041113    2453322.500000000000     -.478354    .20815   .33436
041114    2453323.500000000000     -.479110    .20795   .33175
041115    2453324.500000000000     -.479410    .20773   .32934
041116    2453325.500000000000     -.479826    .20749   .32657
041117    2453326.500000000000     -.480198    .20733   .32442
041118    2453327.500000000000     -.480678    .20698   .32184
041119    2453328.500000000000     -.481383    .20682   .31977
041120    2453329.500000000000     -.482305    .20597   .31776
041121    2453330.500000000000     -.483403    .20591   .31523
041122    2453331.500000000000     -.484532    .20499   .31322
041123    2453332.500000000000     -.485639    .20434   .31111
041124    2453333.500000000000     -.486621    .20320   .30883
041125    2453334.500000000000     -.487362    .20181   .30663
041126    2453335.500000000000     -.487899    .20072   .30419
041127    2453336.500000000000     -.488249    .19983   .30185
041128    2453337.500000000000     -.488435    .19966   .29968
041129    2453338.500000000000     -.488479    .19919   .29780
041130    2453339.500000000000     -.488378    .19859   .29566
041201    2453340.500000000000     -.488278    .19742   .29340
041202    2453341.500000000000     -.488332    .19604   .29106
041203    2453342.500000000000     -.488738    .19395   .28869
041204    2453343.500000000000     -.489176    .19226   .28629
041205    2453344.500000000000     -.489799    .19057   .28426
041206    2453345.500000000000     -.490745    .18894   .28248
041207    2453346.500000000000     -.491721    .18732   .28024
041208    2453347.500000000000     -.492824    .18644   .27820
041209    2453348.500000000000     -.493878    .18412   .27692
041210    2453349.500000000000     -.494695    .18234   .27436
041211    2453350.500000000000     -.495320    .18027   .27253
041212    2453351.500000000000     -.495716    .17857   .27046
041213    2453352.500000000000     -.495899    .17658   .26850
041214    2453353.500000000000     -.496090    .17487   .26636
041215    2453354.500000000000     -.496497    .17323   .26419
041216    2453355.500000000000     -.497094    .17192   .26208
041217    2453356.500000000000     -.497908    .17030   .26039
041218    2453357.500000000000     -.498908    .16939   .25870
041219    2453358.500000000000     -.499979    .16868   .25721
041220    2453359.500000000000     -.501016    .16757   .25580
041221    2453360.500000000000     -.501945    .16595   .25386
041222    2453361.500000000000     -.502563    .16465   .25208
041223    2453362.500000000000     -.503076    .16302   .25002
041224    2453363.500000000000     -.503355    .16165   .24854
041225    2453364.500000000000     -.503376    .15980   .24720
041226    2453365.500000000000     -.503274    .15842   .24626
041227    2453366.500000000000     -.503132    .15638   .24552
041228    2453367.500000000000     -.503001    .15454   .24363
041229    2453368.500000000000     -.502962    .15304   .24223
041230    2453369.500000000000     -.502979    .15116   .24079
041231    2453370.500000000000     -.503192    .15014   .23904
050101    2453371.500000000000     -.503652    .14924   .23787
050102    2453372.500000000000     -.504286    .14877   .23671
050103    2453373.500000000000     -.505018    .14879   .23565
050104    2453374.500000000000     -.505848    .14846   .23466
050105    2453375.500000000000     -.506743    .14805   .23313
050106    2453376.500000000000     -.507404    .14695   .23163
050107    2453377.500000000000     -.507874    .14514   .22974
050108    2453378.500000000000     -.508177    .14352   .22780
050109    2453379.500000000000     -.508308    .14193   .22669
050110    2453380.500000000000     -.508582    .13996   .22544
050111    2453381.500000000000     -.508786    .13739   .22431
050112    2453382.500000000000     -.509334    .13537   .22301
050113    2453383.500000000000     -.510199    .13361   .22182
050114    2453384.500000000000     -.511286    .13198   .22084
050115    2453385.500000000000     -.512447    .13007   .21963
050116    2453386.500000000000     -.513698    .12872   .21834
050117    2453387.500000000000     -.514728    .12744   .21725
050118    2453388.500000000000     -.515680    .12584   .21616
050119    2453389.500000000000     -.516415    .12416   .21552
050120    2453390.500000000000     -.516902    .12165   .21508
050121    2453391.500000000000     -.517232    .11931   .21385
050122    2453392.500000000000     -.517418    .11718   .21319
050123    2453393.500000000000     -.517507    .11464   .21223
050124    2453394.500000000000     -.517535    .11248   .21135
050125    2453395.500000000000     -.517579    .11006   .21045
050126    2453396.500000000000     -.517728    .10769   .20951
050127    2453397.500000000000     -.517989    .10552   .20903
050128    2453398.500000000000     -.518438    .10319   .20895
050129    2453399.500000000000     -.519074    .10077   .20877
050130    2453400.500000000000     -.519679    .09755   .20872
050131    2453401.500000000000     -.520366    .09469   .20802
050201    2453402.500000000000     -.521188    .09207   .20836
050202    2453403.500000000000     -.521904    .08922   .20736
050203    2453404.500000000000     -.522426    .08667   .20685
050204    2453405.500000000000     -.522755    .08392   .20604
050205    2453406.500000000000     -.522978    .08157   .20585
050206    2453407.500000000000     -.523116    .07892   .20558
050207    2453408.500000000000     -.523714    .07610   .20577
050208    2453409.500000000000     -.524073    .07315   .20528
050209    2453410.500000000000     -.524895    .07003   .20502
050210    2453411.500000000000     -.526038    .06686   .20409
050211    2453412.500000000000     -.527460    .06412   .20361
050212    2453413.500000000000     -.529021    .06167   .20315
050213    2453414.500000000000     -.530580    .05918   .20291
050214    2453415.500000000000     -.531881    .05748   .20302
050215    2453416.500000000000     -.532982    .05456   .20327
050216    2453417.500000000000     -.533752    .05210   .20299
050217    2453418.500000000000     -.534293    .04825   .20283
050218    2453419.500000000000     -.534703    .04591   .20306
050219    2453420.500000000000     -.535122    .04238   .20371
050220    2453421.500000000000     -.535685    .04051   .20436
050221    2453422.500000000000     -.536298    .03757   .20513
050222    2453423.500000000000     -.537108    .03571   .20559
050223    2453424.500000000000     -.538094    .03320   .20603
050224    2453425.500000000000     -.539294    .03176   .20599
050225    2453426.500000000000     -.540713    .03033   .20657
050226    2453427.500000000000     -.542295    .02943   .20740
050227    2453428.500000000000     -.544073    .02772   .20853
050228    2453429.500000000000     -.545711    .02589   .20965
050301    2453430.500000000000     -.547336    .02411   .21109
050302    2453431.500000000000     -.548833    .02188   .21275
050303    2453432.500000000000     -.550097    .01944   .21397
050304    2453433.500000000000     -.551220    .01716   .21493
050305    2453434.500000000000     -.552211    .01518   .21570
050306    2453435.500000000000     -.553219    .01283   .21651
050307    2453436.500000000000     -.554024    .01057   .21689
050308    2453437.500000000000     -.555221    .00892   .21765
050309    2453438.500000000000     -.556508    .00672   .21855
050310    2453439.500000000000     -.557890    .00490   .21933
050311    2453440.500000000000     -.559383    .00241   .22026
050312    2453441.500000000000     -.560903    .00069   .22102
050313    2453442.500000000000     -.562301   -.00152   .22206
050314    2453443.500000000000     -.563379   -.00248   .22223
050315    2453444.500000000000     -.564154   -.00364   .22318
050316    2453445.500000000000     -.564583   -.00556   .22316
050317    2453446.500000000000     -.564760   -.00675   .22358
050318    2453447.500000000000     -.564810   -.00800   .22384
050319    2453448.500000000000     -.564840   -.00889   .22469
050320    2453449.500000000000     -.564969   -.00977   .22571
050321    2453450.500000000000     -.565093   -.01065   .22676
050322    2453451.500000000000     -.565443   -.01175   .22811
050323    2453452.500000000000     -.566018   -.01314   .22993
050324    2453453.500000000000     -.566877   -.01526   .23185
050325    2453454.500000000000     -.567934   -.01649   .23267
050326    2453455.500000000000     -.569103   -.01772   .23462
050327    2453456.500000000000     -.570284   -.01921   .23575
050328    2453457.500000000000     -.571384   -.02073   .23801
050329    2453458.500000000000     -.572318   -.02259   .23877
050330    2453459.500000000000     -.572987   -.02459   .24035
050331    2453460.500000000000     -.573358   -.02684   .24081
050401    2453461.500000000000     -.573526   -.02863   .24274
050402    2453462.500000000000     -.573600   -.03065   .24355
050403    2453463.500000000000     -.573839   -.03230   .24499
050404    2453464.500000000000     -.574323   -.03343   .24532
050405    2453465.500000000000     -.575078   -.03433   .24599
050406    2453466.500000000000     -.576054   -.03498   .24611
050407    2453467.500000000000     -.577226   -.03548   .24802
050408    2453468.500000000000     -.578523   -.03668   .24981
050409    2453469.500000000000     -.579764   -.03831   .25232
050410    2453470.500000000000     -.580851   -.04072   .25366
050411    2453471.500000000000     -.581617   -.04241   .25522
050412    2453472.500000000000     -.582070   -.04420   .25661
050413    2453473.500000000000     -.582336   -.04532   .25849
050414    2453474.500000000000     -.582595   -.04612   .26029
050415    2453475.500000000000     -.582839   -.04665   .26220
050416    2453476.500000000000     -.583173   -.04786   .26464
050417    2453477.500000000000     -.583669   -.04926   .26704
050418    2453478.500000000000     -.584324   -.05096   .26929
050419    2453479.500000000000     -.585153   -.05234   .27151
050420    2453480.500000000000     -.586167   -.05375   .27395
050421    2453481.500000000000     -.587393   -.05492   .27618
050422    2453482.500000000000     -.588768   -.05570   .27838
050423    2453483.500000000000     -.590161   -.05685   .28063
050424    2453484.500000000000     -.591659   -.05759   .28312
050425    2453485.500000000000     -.592882   -.05838   .28497
050426    2453486.500000000000     -.594041   -.05874   .28665
050427    2453487.500000000000     -.594902   -.05875   .28840
050428    2453488.500000000000     -.595524   -.05847   .29019
050429    2453489.500000000000     -.595952   -.05777   .29223
050430    2453490.500000000000     -.596496   -.05725   .29459
050501    2453491.500000000000     -.597133   -.05723   .29734
050502    2453492.500000000000     -.598000   -.05782   .29988
050503    2453493.500000000000     -.599115   -.05902   .30187
050504    2453494.500000000000     -.600432   -.05994   .30372
050505    2453495.500000000000     -.601850   -.06059   .30572
050506    2453496.500000000000     -.603204   -.06082   .30760
050507    2453497.500000000000     -.604398   -.06069   .30952
050508    2453498.500000000000     -.605406   -.06060   .31128
050509    2453499.500000000000     -.606206   -.06066   .31288
050510    2453500.500000000000     -.606790   -.06086   .31447
050511    2453501.500000000000     -.607185   -.06130   .31594
050512    2453502.500000000000     -.607465   -.06202   .31731
050513    2453503.500000000000     -.607680   -.06307   .31872
050514    2453504.500000000000     -.607910   -.06447   .32007
050515    2453505.500000000000     -.608289   -.06575   .32155
050516    2453506.500000000000     -.608854   -.06670   .32325
050517    2453507.500000000000     -.609574   -.06746   .32482
050518    2453508.500000000000     -.610411   -.06826   .32621
050519    2453509.500000000000     -.611364   -.06914   .32758
050520    2453510.500000000000     -.612391   -.06996   .32900
050521    2453511.500000000000     -.613359   -.07057   .33042
050522    2453512.500000000000     -.614221   -.07089   .33203
050523    2453513.500000000000     -.614856   -.07116   .33373
050524    2453514.500000000000     -.615139   -.07138   .33535
050525    2453515.500000000000     -.615121   -.07130   .33707
050526    2453516.500000000000     -.614881   -.07035   .33904
050527    2453517.500000000000     -.614571   -.06896   .34126
050528    2453518.500000000000     -.614394   -.06799   .34347
050529    2453519.500000000000     -.614504   -.06709   .34556
050530    2453520.500000000000     -.614861   -.06595   .34768
050531    2453521.500000000000     -.615409   -.06449   .34950
050601    2453522.500000000000     -.616098   -.06293   .35090
050602    2453523.500000000000     -.616817   -.06155   .35236
050603    2453524.500000000000     -.617370   -.06048   .35422
050604    2453525.500000000000     -.617675   -.05988   .35623
050605    2453526.500000000000     -.617784   -.05950   .35802
050606    2453527.500000000000     -.617667   -.05908   .35953
050607    2453528.500000000000     -.617313   -.05860   .36088
050608    2453529.500000000000     -.616841   -.05815   .36207
050609    2453530.500000000000     -.616265   -.05757   .36312
050610    2453531.500000000000     -.615749   -.05657   .36458
050611    2453532.500000000000     -.615335   -.05544   .36664
050612    2453533.500000000000     -.615080   -.05434   .36871
050613    2453534.500000000000     -.614905   -.05324   .37081
050614    2453535.500000000000     -.614905   -.05246   .37290
050615    2453536.500000000000     -.615070   -.05199   .37466
050616    2453537.500000000000     -.615384   -.05136   .37616
050617    2453538.500000000000     -.615782   -.05049   .37765
050618    2453539.500000000000     -.616130   -.04946   .37920
050619    2453540.500000000000     -.616327   -.04825   .38085
050620    2453541.500000000000     -.616273   -.04713   .38251
050621    2453542.500000000000     -.615951   -.04623   .38408
050622    2453543.500000000000     -.615455   -.04553   .38566
050623    2453544.500000000000     -.614973   -.04498   .38701
050624    2453545.500000000000     -.614593   -.04442   .38815
050625    2453546.500000000000     -.614397   -.04372   .38938
050626    2453547.500000000000     -.614542   -.04281   .39052
050627    2453548.500000000000     -.614823   -.04153   .39165
050628    2453549.500000000000     -.615135   -.04038   .39309
050629    2453550.500000000000     -.615381   -.03986   .39456
050630    2453551.500000000000     -.615525   -.03990   .39581
050701    2453552.500000000000     -.615457   -.03985   .39676
050702    2453553.500000000000     -.615099   -.03925   .39773
050703    2453554.500000000000     -.614468   -.03844   .39870
050704    2453555.500000000000     -.613561   -.03745   .39970
050705    2453556.500000000000     -.612525   -.03615   .40102
050706    2453557.500000000000     -.611455   -.03447   .40259
